links,title,time,content,class
https://nltimes.nl/2022/09/11/deceased-man-found-roof-leeuwarden-church-possible-copper-thief,Deceased man found on roof of Leeuwarden church possible copper thief,11 September 2022 - 17:40,,Crime1-1-2
https://nltimes.nl/2022/09/11/annemiek-van-vleuten-picks-another-victory-vuelta,Annemiek van Vleuten picks up another victory in Vuelta,11 September 2022 - 17:19,,Sports
https://nltimes.nl/2022/09/11/botulism-causing-bacteria-potentially-found-amsterdam-oosterpark-ponds,Botulism-causing bacteria potentially found in Amsterdam Oosterpark ponds,11 September 2022 - 16:50,,HealthTechNature
https://nltimes.nl/2022/09/11/max-verstappen-wins-italian-grand-prix-de-vries-finishes-9th,Max Verstappen wins the Italian Grand Prix; de Vries finishes 9th,11 September 2022 - 16:33,,Sports
https://nltimes.nl/2022/09/11/many-general-practitioners-reject-new-healthcare-agreement,Many general practitioners reject new healthcare agreement,11 September 2022 - 16:00,,HealthPolitics
https://nltimes.nl/2022/09/11/large-companies-gas-consumption-must-decrease-20-percent-emergency-energy-minister,Large companies' gas consumption must decrease by 20 percent in an emergency: Energy minister,11 September 2022 - 15:10,,PoliticsBusiness
https://nltimes.nl/2022/09/11/ns-still-foresees-staffing-challenges-scaled-timetables-despite-labor-agreement,"NS still foresees staffing challenges, scaled-down timetables despite labor agreement",11 September 2022 - 14:20,,PoliticsBusiness
https://nltimes.nl/2022/09/11/employees-transport-disabled-schiphol-travelers-run-health-risks,Employees who transport disabled Schiphol travelers run health risks,11 September 2022 - 13:30,,HealthBusiness
https://nltimes.nl/2022/09/11/amsterdam-police-arrest-1-british-man-2-dutch-men-drug-deal,"Amsterdam police arrest 1 British man, 2 Dutch men after drug deal",11 September 2022 - 12:40,,Crime
https://nltimes.nl/2022/09/11/rutte-calls-truss-queen-elizabeths-death-extra-support-ukraine,"Rutte calls Truss about Queen Elizabeth's death, extra support for Ukraine ",11 September 2022 - 11:50,,Politics
https://nltimes.nl/2022/09/11/19-year-old-dies-drug-overdose-rotterdam-club,19-year-old dies of drug overdose in Rotterdam club,11 September 2022 - 11:00,,1-1-2
https://nltimes.nl/2022/09/11/large-oil-slick-found-ij-amsterdam,Large oil slick found on the IJ in Amsterdam,11 September 2022 - 10:10,,HealthTechNature
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/09/11/deceased-man-found-roof-leeuwarden-church,Deceased man found on roof of Leeuwarden church,11 September 2022 - 09:07,,1-1-2Weird
https://nltimes.nl/2022/09/11/code-yellow-issued-dense-fog-sunday-morning-knmi,Code yellow issued for dense fog on Sunday morning: KNMI,11 September 2022 - 08:51,,TechNature
https://nltimes.nl/2022/09/11/train-strikes-called-ns-reaches-tentative-agreement-unions,Train strikes called off as NS reaches tentative agreement with unions,11 September 2022 - 08:17,,PoliticsBusiness
https://nltimes.nl/2022/09/11/netherlands-largest-exporter-plastic-waste-europe,Netherlands is the largest exporter of plastic waste in Europe,11 September 2022 - 08:00,,Business
https://nltimes.nl/2022/09/11/many-dutch-ice-rinks-stay-shut-winter-due-high-energy-costs,Many Dutch ice rinks could stay shut this winter due to high energy costs,11 September 2022 - 07:30,,PoliticsCultureEntertainment
https://nltimes.nl/2022/09/10/ter-apel-becomes-prohibited-area-unregistered-asylum-seekers,Ter Apel becomes prohibited area for unregistered asylum seekers,10 September 2022 - 19:00,,Politics
https://nltimes.nl/2022/09/10/letter-washington-still-offers-solace-accidental-americans,Letter from Washington still offers solace to accidental Americans,10 September 2022 - 18:10,,Politics
https://nltimes.nl/2022/09/10/dutch-prime-minister-visits-suriname-first-time-14-years,Dutch prime minister visits Suriname for first time in 14 years,10 September 2022 - 17:20,,Politics
https://nltimes.nl/2022/09/10/ministry-launches-investigation-disciplinary-law-sports,Ministry launches investigation into disciplinary law in sports,10 September 2022 - 16:30,,CrimePolitics
https://nltimes.nl/2022/09/10/den-bosch-bus-shatters-bus-stop-roof-injures-6,"Den Bosch bus shatters bus stop roof, injures 6",10 September 2022 - 15:40,,1-1-2
https://nltimes.nl/2022/09/10/netherlands-still-highest-creditworthiness-fitch,The Netherlands still has the highest creditworthiness: Fitch,10 September 2022 - 14:50,,Business
https://nltimes.nl/2022/09/10/ns-trade-unions-discuss-collective-labor-agreement,NS and trade unions to discuss collective labor agreement again,10 September 2022 - 14:00,,PoliticsBusiness
https://nltimes.nl/2022/09/10/de-vries-makes-formula-1-debut-albon-hospitalized-appendicitis,De Vries makes Formula 1 debut after Albon hospitalized for appendicitis,10 September 2022 - 13:11,,Sports
https://nltimes.nl/2022/09/10/queen-maxima-discusses-abortion-rights-texas-governor-greg-abbott-us-trip,Queen Máxima discusses abortion rights with Texas Governor Greg Abbott on U.S. trip,10 September 2022 - 12:20,,HealthPolitics
https://nltimes.nl/2022/09/10/thousands-monuments-can-visited-open-monument-day,Thousands of monuments can be visited again on Open Monument Day,10 September 2022 - 11:30,,CultureEntertainment
https://nltimes.nl/2022/09/10/dutch-teenagers-often-exposed-alcohol-content-tiktok,Dutch teenagers often exposed to alcohol content on TikTok,10 September 2022 - 10:40,,HealthCultureEntertainment
https://nltimes.nl/2022/09/10/nobody-forced-sleep-outside-main-asylum-center-new-groningen-facility-opens,Nobody forced to sleep outside main asylum center as new Groningen facility opens,10 September 2022 - 09:53,,HealthPolitics
https://nltimes.nl/2022/09/10/half-million-euro-reward-offered-person-tip-tefaf-jewelry-heist,Half a million euro reward offered to person with tip about Tefaf jewelry heist,10 September 2022 - 09:13,,Crime
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/09/10/number-new-coronavirus-cases-rise-new-wave-yet,"Number of new coronavirus cases on the rise again, but no new wave yet",10 September 2022 - 08:42,,Health
https://nltimes.nl/2022/09/10/top-dutch-beer-tasters-head-world-cup-beer-sommeliers-munich,Top Dutch beer tasters head to the World Cup for beer sommeliers in Munich,10 September 2022 - 08:15,,CultureFood
https://nltimes.nl/2022/09/10/investigators-examine-mental-care-given-man-suspected-killing-9-year-old-boy,Investigators to examine mental care given to man suspected of killing 9-year-old boy,10 September 2022 - 07:45,,Crime
https://nltimes.nl/2022/09/10/christmas-trees-disappoint-winter-drought,Christmas trees could disappoint this winter because of the drought,10 September 2022 - 07:15,,TechNature
https://nltimes.nl/2022/09/09/dutch-pm-hints-new-measures-boost-purchasing-power-happen-year,Dutch PM hints new measures to boost purchasing power could happen this year,9 September 2022 - 20:00,,Politics
https://nltimes.nl/2022/09/09/ryanair-ceo-lashes-dutch-government-plans-nearly-triple-air-passenger-tax,Ryanair CEO lashes out at Dutch government plans to nearly triple air passenger tax ,9 September 2022 - 19:11,,PoliticsBusiness
https://nltimes.nl/2022/09/09/cabinet-asks-energy-companies-keep-customers-lights-cant-pay-bills,Cabinet asks energy companies to keep customers' lights on if they can't pay bills,9 September 2022 - 18:03,,Business
https://nltimes.nl/2022/09/09/student-20-stabbed-death-university-kickoff-festival-teen-boy-arrested,"Student, 20, stabbed to death at university Kickoff Festival; Teen boy arrested",9 September 2022 - 17:10,,Crime
https://nltimes.nl/2022/09/09/wood-rot-caused-mast-break-ship-killing-girl,"Wood rot caused mast to break off ship, killing girl",9 September 2022 - 16:20,,1-1-2
https://nltimes.nl/2022/09/09/excess-mortality-continues-august-scientists-struggling-research-cause,Excess mortality continues in August; Scientists struggling to research the cause,9 September 2022 - 15:30,,Health
https://nltimes.nl/2022/09/09/business-organizations-suggest-longer-working-hours-cope-tight-labor-market,Business organizations suggest longer working hours to cope with tight labor market,9 September 2022 - 14:40,,Business
https://nltimes.nl/2022/09/09/dave-chappelle-chris-rock-crack-jokes-queens-death-amsterdam-show,Dave Chappelle and Chris Rock crack jokes about Queen's death in Amsterdam show,9 September 2022 - 13:50,,CultureEntertainment
https://nltimes.nl/2022/09/09/amsterdam-fine-landlords-eu9000-covertly-keeping-homes-vacant,"Amsterdam to fine landlords up to €9,000 for covertly keeping homes vacant",9 September 2022 - 13:00,,Business
https://nltimes.nl/2022/09/09/cabinets-asylum-plan-mean-5800-fewer-family-reunification-requests-year,"Cabinet’s asylum plan would mean 5,800 fewer family reunification requests in a year",9 September 2022 - 12:10,,Politics
https://nltimes.nl/2022/09/09/dutch-researchers-find-less-taxing-method-treat-newborns-bacterial-infection,Dutch researchers find less taxing method to treat newborns with bacterial infection,9 September 2022 - 11:20,,Health
https://nltimes.nl/2022/09/09/vocational-education-shrinking-young-people-choose-university,Vocational education shrinking as more young people choose university,9 September 2022 - 10:31,,Business
https://nltimes.nl/2022/09/09/long-covid-cost-eu180-billion-per-coronavirus-year,Long Covid cost up to €180 billion per coronavirus year,9 September 2022 - 09:41,,Health
https://nltimes.nl/2022/09/09/groningen-village-hit-24-magnitude-earthquake-third-many-weeks,Groningen village hit by 2.4 magnitude earthquake; Third in as many weeks,9 September 2022 - 09:08,,TechNature
/2023/01/08/foreign-minister-hoekstra-summons-iranian-ambassador-executions,Foreign Minister Hoekstra summons Iranian ambassador over executions,8 January 2023 - 09:45,,Politics
/2023/01/08/many-people-still-looking-alleged-nazi-treasure-near-ommeren,Many people still looking for alleged Nazi treasure near Ommeren,8 January 2023 - 09:13,,PoliticsCultureWeird
/2023/01/08/train-traffic-zwolle-meppel-back-track-repairs,Train traffic between Zwolle and Meppel back on track after repairs,8 January 2023 - 08:30,,1-1-2Business
https://nltimes.nl/2022/09/09/external-agency-provide-care-asylum-seekers-minors-sheltered-former-prison,External agency to provide care for asylum seekers; Minors sheltered in former prison,9 September 2022 - 08:46,,Politics
https://nltimes.nl/2022/09/09/dutch-newspapers-dedicated-queen-elizabeth-condolence-register-british-embassy,Dutch newspapers dedicated to Queen Elizabeth; Condolence register at British embassy,9 September 2022 - 08:15,,Politics
https://nltimes.nl/2022/09/09/strikes-ns-trains-nationwide-regional-transport-north,Strikes: No NS trains nationwide; No regional transport in north,9 September 2022 - 07:38,,Business
https://nltimes.nl/2022/09/08/de-wit-shoots-az-past-dnipro-conference-league,De Wit shoots AZ past Dnipro in the Conference League ,8 September 2022 - 23:07,,Sports
https://nltimes.nl/2022/09/08/feyenoord-lose-4-2-rome-lazio-europa-league,Feyenoord lose 4-2 in Rome to Lazio in the Europa League,8 September 2022 - 23:02,,Sports
https://nltimes.nl/2022/09/08/psv-starts-europa-league-campaign-draw-bodoglimt,PSV starts Europa League campaign with a draw against Bodo/Glimt,8 September 2022 - 21:37,,Sports
https://nltimes.nl/2022/09/08/woman-twenties-found-stabbed-amsterdam-domestic-violence-case,Woman in her twenties found stabbed in Amsterdam domestic violence case,8 September 2022 - 21:30,,Crime
https://nltimes.nl/2022/09/08/hottest-summer-record-europe-hague-climate-change-summit-approaching,"Hottest summer on record in Europe, with Hague climate change summit approaching",8 September 2022 - 20:40,,TechNature
https://nltimes.nl/2022/09/08/queen-elizabeth-dead-96-steadfast-wise-says-dutch-king-beacon-calm-says-pm,Queen Elizabeth dead at 96; “Steadfast and wise” says Dutch King; “Beacon of calm” says PM,8 September 2022 - 19:41,,1-1-2Politics
https://nltimes.nl/2022/09/08/negotiations-ns-labor-unions-end-without-result-friday-train-strike-definite,Negotiations between NS and labor unions end without result; Friday train strike definite,8 September 2022 - 19:30,,Business
https://nltimes.nl/2022/09/08/netherlands-gets-european-commission-approval-eu47-billion-covid-recovery-funds,Netherlands gets European Commission approval for €4.7 billion in Covid recovery funds,8 September 2022 - 18:44,,PoliticsBusiness
https://nltimes.nl/2022/09/08/court-releases-truck-driver-accused-killing-7-crashing-barbecue,Court releases truck driver accused of killing 7 after crashing into barbecue,8 September 2022 - 17:50,,Crime
https://nltimes.nl/2022/09/08/dutch-pm-queen-elizabeth-prayers-reports-poor-health,Dutch PM: Queen Elizabeth is “in our prayers” after reports of poor health,8 September 2022 - 17:03,,1-1-2Politics
https://nltimes.nl/2022/09/08/cabinet-gets-criticism-sides-asylum-crisis-debate,Cabinet gets criticism from all sides in asylum crisis debate,8 September 2022 - 16:10,,Politics
